No. tar.,No.,Tema, ,Opción A,Opción B,Opción C
T206,3,Geografía Universal,"¿Qué país centroamericano es el mas poblado, con mas de 16 millones de habitantes ?",Nicaragua,El Salvador,Guatemala *
,,,,,,
T206,4,"Artes, Deportes y Entretenimientos","Katharine Hepburn ganó cuatro premios Oscar como Mejor Actriz, ¿ quién ganó su tercera estatuilla en 2021?",Meryl Streep,Elizabeth Taylor,Frances McDorman *
,,,,,,
T206,5,Ciencias y Tecnología,"¿Qué animales vertebrados no pueden vivir en lugares gélidos, aunque son de sangre fría ?",Los reptiles *,Los peces,Los artrópodos
T206,6,Cultura General,"¿De dónde proviene el nombre del del temible virus del ébola, que puede ser 90% letal ?",De un río *,De una planta, De un pez
,,,,,,
T207,1,México,Agustín de Iturbide combatió 10 años a los insurgentes y sin embargo fue él quien consumó la  Independencia. Su verdadero deseo era ser...,Presidente,rey,Emperador *
,,,,,,
T207,2,Historia Universal,Reina británica coronada a los 18 años de edad. que gobernó durante 63 años llevando a su país a una gran prosperidad.Fu también emperatriz de la India,Victoria I *,Alejandra I,Eugenia I
,,,,,,
T207,3,Geografía Universal,"¿Cuántos países ocupan el territorio de Centroamérica, flanqueados por las cálidas aguas del Mar Caribe y del Océano Pacífico ?",Siete *,Cinco ,Nueve
,,,,,,
T207,4,"Artes, Deportes y Entretenimientos","Sus ballets El cascanueces, El lago de los cisnes y la bella durmiente fueron el primer uso de música dramática para danza",Beethoven,Franz Liszt,Tchaikovski *
,,,,,,
T207,5,Ciencias y Tecnología,"¿Qué conductos, donde se bifurca la traquea, llevan el aire hasta los alveolos pulmonares",Lnfáticos,Bronquios *,Aurículas
,,,,,,
T207,6,Cultura General,"¿Qué gobernante concedió a la iglesia católica la soberanía territorial  en 1929 del Estado Vaticano, con la firma del tratado de Letrán ?",Vittorio Emanuele,Aldo Moro,Benito Mussolini *
,,,,,,
T208,1,México,"¿Qué joven mexicana de 19 años censuró, en 2021, a los líderes mundiales por su falta de empeño en el combate al cambio climático?",Elisa Carrillo,Xiye bastida *,Daniela Soto-Innes
,,,,,,
T208,2,Historia Universal,¿Quién fue el primer gobernante conocido de la historia universal?,"Menes, de Egipto *","Gilgamesh, de Uruk","Tántalo, de Lidia"
,,,,,,
T208,3,Geografía Universal,"Isla principal del Mar Mediterráneo de 25,000 Kms/2, sede  de la ciudad de Palermo, de la temible mafia y del destructivo volcán Etna...",Sicilia *,Cerdeña,Creta
,,,,,,
T208,4,"Artes, Deportes y Entretenimientos","Es el primer y más grande poéta de la antiguedad, autor de dos obras épicas inmortales: La Oliada y La Odisea..",Virgilio,Homero *,Cicerón
,,,,,,
T208,5,Ciencias y Tecnología,"La familia de las abejas se forma por tres castas; obreras, zánganos y reina, y todas ellas habitan en...",una colmena *,un panal,un enjambre
,,,,,,
T208,6,Cultura General,"Es el museo más completo del mundo y cuenta, entre otras joyas arqueológicas ´sustraídas para su salvaguarda', con la Piedra Rosetta y los frisos del Partenón...",Metropolitano de Nueva York,Smithsoniano,Británico *
,,,,,,
T209,1,México,¿Qué aniversario de la conquista de México se conmemoró en 2021 ?,500 *,550,450
,,,,,,
T209,2,Historia Universal,¿Quién  fue el primer navegante que logró llegar al Lejano Oriente bordeando las costas de África?,Enrique El Navegante,Fernando de Magallanes,Vasco de Gama *
,,,,,,
T209,3,Geografía Universal,"Se llama en la india, Ciudad de la Alegría aunque ahí abundan la miseria,la contaminación , el caos y las escenas impactantes...",Bombay,Calcuta*,Nueva Delhi
,,,,,,
T209,4,"Artes, Deportes y Entretenimientos","En un lugar de la Mancha de cuyo nombre no quiero acordarme, vivía no ha mucho, un voraz lector de novelas caballerescas, llamado",Alonso Quijano *,Rodrigo Díaz,Gonzalo Fernández
,,,,,,
T209,5,Ciencias y Tecnología,"¿Cuántos años luz mide nuestra galaxia de extremo a extremo, es decir , de diámetro, y eso que no es de las mas grandes?",100 mil *,Un millón,10 millones
,,,,,,
T209,6,Cultura General,"¿Cuál es el edificio más alto del mundo, a cuyo lado la Torre de Babel sería una miniatura?",Torres Petronas,Burj Khalifa *,Shanghai Tower
,,,,,,
T210,1,México,"Este ilustre oaxaqueño fallecido en 2019, además de artista plástico fue  activista y filántropo...",Andrés Henestrosa,Francisco Toledo *,Macedonio Alcalá
,,,,,,
T210,2,Historia Universal,"Entre los años 1100 y 1300 los Incas se establecieron en un fértil valle peruano donde erigieron su capital, a la que llamaron...",Cuzco *,Tikal,Machu Picchu
,,,,,,
T210,3,Geografía Universal,"¿Cuál es el país menos poblado de Centroamérica ( 400 mil habitantes),y además el único angloparlante?",Costa Rica,Belice *,Panamá
,,,,,,
T210,4,"Artes, Deportes y Entretenimientos","El corredor sudafricano Oscar Pictorius, compitió exitosamente con dos piernas artificiales en Londres 2012, en qué prueba?",4oo metros planos *,800 metros planos,1500 metros planos
,,,,,,
T210,5,Ciencias y Tecnología,"El ave más grande que existe, nunca ha estado dos metros arriba del suelo, pero corre más rápido que un caballo; cuál es ?",Cigüeña,Kiwi,Avestruz *
,,,,,,
T210,6,Cultura General,"Famosa odalisca que bailaba la danza del vientre para seducir a los generales franceses en beneficio de los generales alemanes, en la I Guerra mundial...",Lili Marlen,Mata Hari *,Rosa Luxemburgo
,,,,,,
T211,1,México,"La erección de nuestra república como nación libre y soberana fue consagrada en la primera Constitución de México, el 4 de Octubre de...",1824 *,1817,1857
,,,,,,
T211,2,Historia Universal,"¿Qué imperio expulsó a los judíos de Palestina, en el año 70, y los obligó a dispersarse por el mundo ?",Egipcio,Romano *,Babilónico
,,,,,,
T211,3,Geografía Universal,El diámetro de la Tierra puede calcularse partiendo  de la longitud de su circunferencia que mide unos 40 mil kilómetros; cuál es ?,"20,258 kms.","10,550 kms.","12,756 kms. *"
,,,,,,
T211,4,"Artes, Deportes y Entretenimientos",¿Quién completó antes que nadie los 305 kms. del Gran Premio de México en 2019?,Lewis Hamilton *,Max Verstappen,Sebastian Vettel
,,,,,,
T211,5,Ciencias y Tecnología,"Las bacterias se denominan según la forma de su cuerpo: las de bastón se llaman bacilos, las de espiral, espiroquetas; las esféricas...",Bolas ,Cocos *,canicas
,,,,,,
T211,6,Cultura General,¿Qué número ocupa Joe Biden entre los presidentes de Estados Unidos ?,46 *,36,41
,,,,,,
T212,1,México,"¿Cuál es la votación mínima, en relación al total, que requiere obtener un partido político en México para no perder su negocio, perdón, su registro ?",1 %,2%,3%  *
,,,,,,
T212,2,Historia Universal,"¿Cómo eran considerados los esclavos desde el punto de vista jurídico, en los países donde los explotaban?",Como persponas,Como animales,Como coss *
,,,,,,
T212,3,Geografía Universal,¿Qué cordillera norteamericana es la segunda más larga del mundo,Rocallosas *,Apalaches,Cárpatos
,,,,,,
T212,4,"Artes, Deportes y Entretenimientos",¿Qué equipo ganó la Serie Mundial de Beisbol de 2020?,Dodgers de Los Ángeles *,Filis de Filadelfia,Astros de Houston
,,,,,,
T212,5,Ciencias y Tecnología,"Órgano reproductor femenino de las flores que, recordando la clase de biología, consta de estigma, estilo y ovario...",Pistilo *,Corola,Estambre
,,,,,,
T212,6,Cultura General,"¿A cuántos metros por segundo equivale el llamado Mach 1, que a su vez equivale  a la velocidad del sonido?",240,340 *,430
,,,,,,
T213,1,México,"La primera constitución mexicana preveía la designación de un vicepresidente de la epública,cargo que recayó en la persona de...",José Ma. Pino Suárez,Melchor Ocampo,Nicolás Bravo *
,,,,,,
T213,2,Historia Universal,"¿Qué país sudamericano obtuvo su independencia  tras la histórica Batalla de Ayacucho, en 1824, ganada por el mariscal Sucre?",Brasil,Perú *,Bolivia
,,,,,,
T213,3,Geografía Universal,"El país mas densamente poblado del mundo, está en Europa y es Mónaco. El de menos habitantes por km/2 está en Asia y es...",China,India,Mongolia *
,,,,,,
T213,4,"Artes, Deportes y Entretenimientos",La temporada regular de las grandes ligas consta de 162 juegos; a cuantos se redujo en  2020 a causa de la pandemia?,90,120,60 *
,,,,,,
T213,5,Ciencias y Tecnología,¿Cuánto duró el primer vuelo de la historia de la aviación realizado en 1903 pór los hermanos Wright?,12 segundos *,1 minuto,12 minutos
,,,,,,
T213,6,Cultura General,"Parte de la gramática que estudia las reglas de la dicción, o sea la pronunciación y  la acentuación  verbal de las palabras...",Morfología,Sintaxis,Prosodia *
,,,,,,
T214,1,México,"Hernán Cortés se casó en Cuba por compromiso con Catalina Xuárez, quien murió en México en misteriosas circunstancias. ¿Cómo la apodaban?",La Marcaida*,La Pasionaria,La Contrahecha
,,,,,,
T214,2,Historia Universal,"Los Reyes Católicos tuvieron cinco hijos. ¿Cómo se llamaba la mas pequeña de todos, que fué reina de Inglaterra?",Ana,Juana,Catalina *
,,,,,,
T214,3,Geografía Universal,"Gracias a los paralelos y a los meridianos se puede ubicar cualquier punto del planeta, conociendo estas coordenadas.",Ordenada y abscisa,Apogeo y Perigeo,Latitud y longitud *
,,,,,,
T214,4,"Artes, Deportes y Entretenimientos","La Marcha Nupcial que se suele tocar en las bodas católicas, fue compuesta por este gran músico judío.",Robert Schuman,Felix Mendelssohn *,George Gershwin
,,,,,,
T214,5,Ciencias y Tecnología,¿Cómo se llama la punta de la irámide o del cono y de cualquier cosa que se le parezca?,Cumbre,Pináculo,Cúspide *
,,,,,,
T214,6,Cultura General,¿Cómo se llama el estudio del origen y significación de los nombres propios de lugar como Chapultepec o Cerro del Chapulín? ,Toponimia*,Acronimia,Eponimia
,,,,,,
T215,1,México,"La película Roma, dirigida por Alfonso Cuarón, estuvo nominada a 10 óscares y ganó tres, incluyendo...",Mejor actriz,Mejor edición,Mejor fotografía *
,,,,,,
T215,2,Historia Universal,"¿Qué estrecho no se atrevían a cruzar los navegantes del Mediterraneo rumbo al océano, por temor a que se los comiera un monstruo o algo peor",Gibraltar *,Bósforo,Bering
,,,,,,
T215,3,Geografía Universal,"¿Cuántos metros descendio Jacques Piccard en su batiscafo, en 1960, en el Océano Pacífico, para llegar por primera vez a la parte más profunda del planeta?",11000 *,"15,000","21,000"
,,,,,,
T215,4,"Artes, Deportes y Entretenimientos","¿Qué equipo ha sido el único en la historia en ganar la Serie Mundial, perdiendo todos sus partidos en casa ?",Nacionales de Washington *,Dodgers de Los Ángeles,Gigantes de San Francisco
,,,,,,
T215,5,Ciencias y Tecnología,"Las estrellas , entre más grandes...",Viven menos *,Brillan menos,duran más
,,,,,,
T215,6,Cultura General,"¿Qué mujer mitológica recibio el don de la profecía, y luego la maldición de que nadie la creyera?",Medea,Penélope,Casandra *
,,,,,,
T216,1,México,"Cuando Texas decidió separarse de México, ¿quién dejó la presidencia,tomó las armas y se fué a...'regar el tepache'?",Antonio López de Santa Anna*,Miguel Miramón,Victoriano Huerta
,,,,,,
T216,2,Historia Universal,"La caída de Constantinopla, en el siglo XV, cerró a los europeos el paso a los mercados asiáticos.¿Quién cambió la historia buscando rutas alternas?",Erik El Rojo,Cristóbal Colón*,Fernando de Magallanes
,,,,,,
T216,3,Geografía Universal,"Italia tiene mucho rios, como el Tíber, que visita Roma, y el Arno, que a veces inunda Florencia.¿Cual es el mas largo?",Po*,Tiber,Arno
,,,,,,
T216,4,"Artes, Deportes y Entretenimientos",El autor de la Sinfonía Inconclusa murió sin terminarla. La verdad es que no le gustó. ¿Quién es él?,Franz Schubert*,Edvard Grieg,Alexander Borodín
,,,,,,
T216,5,Ciencias y Tecnología,"Nace en agua dulce, emigra 4 años al mar y regresa con mil tropiezos a su 'agua natal', para reproducirse y morir.",Salmón*,Bacalao,Atún
,,,,,,
T216,6,Cultura General,"¿A qué país insular vecino de Gran  Bretaña llamó Aristóteles, lerne, en griego, que en su forma latina significa Hibernia?",Escocia,Gales,Irlanda*
,,,,,,
T217,1,México,La filmografía de Silvia Pinal incluye decenas de películas; cual de ellas ganó la prestigiada Palma de Oro de Cannes?,Los olvidados,Viridiana *,El ángel exterminador
,,,,,,
T217,2,Historia Universal,"Alemania nació como país tras la unificación de sus reinos en 1871, gracias al Canciller de Hierro Otto von...",Richthofen,Krupp,Bismarck *
,,,,,,
T217,3,Geografía Universal,La moneda de Honduras rinde homenaje a un cacique que luchó contra los conquistadores y fue asesinadopor ellos; quién fue?,Canek,Gourde,Lempira *
,,,,,,
T217,4,"Artes, Deportes y Entretenimientos",¿Qué equipo de beisbol despidió en 2020  su manager  Alex Cora ' por robar las señales de sus rivales'?,Piratas de Pittsburgh,Medias rojas de Boston *,Yanquis de Nueva York
,,,,,,
T217,5,Ciencias y Tecnología,"¿Qué elemento, formado por carbono cristalino, es el más brillante, duro y limpio de todos los minerales?",Diamante *,Aguamarina,Topacio
,,,,,,
T217,6,Cultura General,"¿Qué país africano es la cuna del café, que data del siglo XIII y hasta la fecha ocupa un lugar central en su cultura y economía?",Etiopía *,Egipto,Marruecos
,,,,,,
T218,1,México,"Pancho Villa fue muy mujeriego( se casó 23 veces).Cómo lo apodaban sus partidarios,aunque no por sus andanzas matrimoniales?",Caudillo del Sur,Centauro del Norte *,El azote de Oriente
,,,,,,
T218,2,Historia Universal,"Ciudad italiana donde nació Cristobal Colón, en el año de 1451, aunque no existe un acta de nacimiento que lo confirme...",Córcega,Cerdeña,Génova *
,,,,,,
T218,3,Geografía Universal,"¿Qué cadena montañosa rusa de 2,410 kms. se extiende del Océano Glacial Ártico al Mar Caspio,dividiendo a Europa y Asia?",Vosgos,Cárpatos,Urales *
,,,,,,
T218,4,"Artes, Deportes y Entretenimientos","Pintor contemporáneo, uno de los más grandes de la historia, que vivió 91 años y realizo mas de 20,000 obras...",Petrus Paulus Rubens,Vincent van Gogh,Pablo Picasso *
,,,,,,
T218,5,Ciencias y Tecnología,"hablando de prefijos médicos , neumo significa pulmón; gastro , estómago: rino, nariz y nefr de nefritis?",Intestino,Vejiga,Riñón *
,,,,,,
T218,6,Cultura General,"En economía, los precios de los productos y servicios están regulados por una ley no escrita, cual es?",De los grandes números,Del más fuerte,De la oferta y la demanda *
,,,,,,
T219,1,México,Único país de nuestro continente que tiene 35 sitios naturales  y/o culturales considerados por la UNESCO como Patrimonio de la humanidad...,Estados Unidos,México *  ,brasil
,,,,,,
T219,2,Historia Universal,"Faraón egipcio muerto a los 17 años, cuya tumba intacta y cubierta de tesoros fue hallada en 1922 por el arqueólogo Howard Carter...",Tutankamón *,Ramses II,Amenhotep IV
,,,,,,
T219,3,Geografía Universal,Cuál es el único país centroamericano que no tiene costas en el litoral del Caribe?,Guatemala,El Salvador *,Costa Rica
,,,,,,
T219,4,"Artes, Deportes y Entretenimientos","El Concierto de Aranjuez, probablemente el más bello para guitarra, es la obra maestra de este músico español...",Joaquín Rodrigo *,Luis de Pablo,manuel de Falla
,,,,,,
T219,5,Ciencias y Tecnología,El ácido conocido como ADN se divide en pequeñas unidades llamadas genes; en qué parte del núcleo de las células se encuentran?,En los cigotos,En los cromosomas *,En los gametos
,,,,,,
T219,6,Cultura General,"De acuerdo con el horóscopo chino, y sin que nadie se ponga el saco, 2020 fue el año de la rata y 2021 de...",la hiena,el chacal,el buey *
,,,,,,
T220,1,México,¿Con qué civilización comenzó la historia del México precortesiano? ,Olmeca*,Tolteca,Mixteca
,,,,,,
T220,2,Historia Universal,"En la guerra de los siete años se enfrentaron Inglaterra y Francia: también en la guerra de los nueve años, y en la de los cien años  ¿quiénes ?",España e Inglaterra,Francia y España,"También, Inglaterra y Francia*"
,,,,,,
T220,3,Geografía Universal,"¿Qué archipiélago se extiende desde las puntas de las penínsulas de Yucatán y de La Florida, hasta las costas de Venezuela?",Las Bahamas,Las Bermudas,Las Antillas*
